source_id,orig_index,batch_id,teff,logg,mh,alpha,error
5.056261630973317e+17,201,2,8048.9423828125,4.174099922180176,-0.840499997138977,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.4005958145489784e+18,202,2,4427.72021484375,4.571800231933594,0.1462000012397766,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.7431142680844547e+18,203,2,4929.32177734375,4.734799861907959,-1.0019999742507935,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8835721368895598e+18,204,2,5613.5615234375,4.428299903869629,-0.9243000149726868,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.8357017557443446e+18,205,2,5529.4384765625,4.367499828338623,-0.23589999973773956,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.840779369161323e+18,206,2,5406.25830078125,4.624300003051758,-0.8515999913215637,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.672188041779639e+17,207,2,5244.365234375,3.531599998474121,0.013799999840557575,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.253495477020663e+18,208,2,5373.7744140625,4.676000118255615,-1.254699945449829,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.486102278502907e+18,209,2,5164.54443359375,3.688800096511841,-0.2012999951839447,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.246527280448994e+18,210,2,5219.28564453125,4.7153000831604,-1.3307000398635864,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.249757267652742e+18,211,2,5248.85888671875,4.74459981918335,-1.437000036239624,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.3996175127062234e+17,212,2,5089.81787109375,4.35230016708374,-0.6718000173568726,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.585715325981469e+18,213,2,7145.1767578125,4.584000110626221,-2.118499994277954,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.9703120938294318e+18,214,2,5764.9951171875,4.11959981918335,-0.27059999108314514,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.704272801548167e+18,215,2,4300.21435546875,4.4542999267578125,9.999999747378752e-05,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.7259386395188183e+18,216,2,5336.50927734375,4.53380012512207,-0.4611999988555908,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.168144783111068e+17,217,2,4493.6904296875,4.552199840545654,-0.25529998540878296,0.0,name 'generate_ispec_spectrum_from_params' is not defined
6.177184873220479e+17,218,2,6250.17236328125,4.201000213623047,-0.5551999807357788,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.335919246694586e+17,219,2,4356.103515625,4.391499996185303,-1.0255999565124512,0.0,name 'generate_ispec_spectrum_from_params' is not defined
7.970839494675383e+17,220,2,4526.521484375,4.644899845123291,0.43630000948905945,0.0,name 'generate_ispec_spectrum_from_params' is not defined
8.968615716704411e+17,221,2,5544.7646484375,4.705699920654297,-0.8967000246047974,0.0,name 'generate_ispec_spectrum_from_params' is not defined
9.073027058861011e+17,222,2,5034.44921875,4.675000190734863,-0.5045999884605408,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.325981240477419e+18,223,2,9973.6396484375,3.634399890899658,-0.6984000205993652,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.4320380017873357e+18,224,2,4882.21875,4.7256999015808105,-0.9707000255584717,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.445296996812552e+18,225,2,4667.9228515625,4.66349983215332,-0.15649999678134918,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.321505490909947e+18,226,2,7826.1083984375,4.215799808502197,-0.3873000144958496,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.2068847679919114e+18,227,2,4879.22314453125,4.526800155639648,-1.2526999711990356,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.5332508115943117e+18,228,2,5704.79296875,3.8153998851776123,-0.8044000267982483,0.0,name 'generate_ispec_spectrum_from_params' is not defined
1.8923585061055475e+18,229,2,4935.50634765625,4.301300048828125,-0.46470001339912415,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.935151036295732e+18,230,2,5284.78955078125,4.711400032043457,-0.9865000247955322,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.0785518854029967e+18,231,2,5325.87939453125,4.6722002029418945,-0.5788000226020813,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.4452756407488916e+18,232,2,5963.52001953125,3.0322999954223633,-0.13899999856948853,0.0,name 'generate_ispec_spectrum_from_params' is not defined
3.9297774323925755e+18,233,2,6942.81103515625,3.8329999446868896,-0.2870999872684479,0.0,name 'generate_ispec_spectrum_from_params' is not defined
4.518786258084502e+18,234,2,5144.7724609375,4.6819000244140625,-0.9154000282287598,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.047323193910353e+18,235,2,7146.66357421875,4.321800231933594,-0.2896000146865845,0.0,name 'generate_ispec_spectrum_from_params' is not defined
2.0520439127137556e+18,236,2,5832.3154296875,4.327400207519531,-0.42399999499320984,0.0,name 'generate_ispec_spectrum_from_params' is not defined
